file_name,source_path,category,jurisdiction,entity_name,title,authority,court,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,parties,national_case_number_name,european_case_law_identifier,appeal,appeal_from,appeal_to,original_languages,original_source
MT_NIQB_-_Williams_Re_Application_for_Judicial_Review_2022_NIQB_12.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NIQB_-_Williams_Re_Application_for_Judicial_Review_2022_NIQB_12.md,courts,United Kingdom,NIQB (United Kingdom),"NIQB - Williams, Re Application for Judicial Review (2022) NIQB 12",,NIQB (United Kingdom),Article 5(1)(a) GDPRArticle 6(1)(f) GDPRArticle 9(2) GDPRArticle 35(3) GDPRArticle 35(7) GDPRSection 8 Data Protection Act 201825Q Public Health Act (Northern Ireland) 1967Section 64 Data Protection Act 2018,"9,35",,,,,,,Darren Williams,"Williams, Re Application for Judicial Review (2022) NIQB 12",,,,Unknown,English,BAILII (in English)
MT_Datainspektionen_-_DI-2019-3840.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datainspektionen_-_DI-2019-3840.md,authorities,Sweden,Datainspektionen (Sweden),Datainspektionen - DI-2019-3840,Datainspektionen (Sweden),,"Article 5(1)(f) GDPRArticle 5(2) GDPRArticle 24 GDPRArticle 32(1) GDPRArticle 32(2) GDPRArticle 58(2) GDPRArticle 83 GDPRChapter 4, 2 § of the Patient Data ActChapter 6, 7 § of the Patient Data ActChapter 4, 2 § of HSLF-FS 2016:40Chapter 4, 9 § of HSLF-FS 2016:40","5,24,32,58,83",Investigation,Violation Found,,2020-12-02,2020-12-03,3500000 SEK,"Sahlgrenska University Hospital, Board of directors",DI-2019-3840,n/a,Unknown,,,Swedish,Datainspektionen (in SV)
MT_AEPD_Spain_-_PS_00276_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00276_2021.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00276/2021,AEPD (Spain),,Article 6(1)(b) GDPRArticle 22(2) LSSI,,Complaint,Rejected,,,2021-11-16,None,"WW E-SERVICES IBERIA, S.L.U. (""WESTWING"")",PS/00276/2021,n/a,n/a,,,Spanish,AEPD (in ES)
MT_Rb._Midden-Nederland_-_C_16_502323___HA_RK_20-122.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Midden-Nederland_-_C_16_502323___HA_RK_20-122.md,courts,Netherlands,Rb. Midden-Nederland (Netherlands),Rb. Midden-Nederland - C/16/502323 / HA RK 20-122,,Rb. Midden-Nederland (Netherlands),Article 15 GDPRArt 35(2) Uitvoeringswet Algemene verordening gegevensbescherming,15,,,,2021-03-24,2021-04-12,,NWO-I (Netherlands Foundation of Scientific Research Institutes),C/16/502323 / HA RK 20-122,ECLI:NL:RBMNE:2021:1354,,,Unknown,Dutch,de Rechspraak (in Dutch)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9524194.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9524194.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9524194,Garante per la protezione dei dati personali (Italy),,Article 58(2)(f) GDPRArticle 66(1) GDPR,66,Investigation,Violation Found,,2021-01-22,2021-01-22,None,TikTok,9524194,n/a,Unknown,,,Italian,GPDP.it (in IT)
MT_AEPD_Spain_-_EXP202318430.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202318430.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202318430,AEPD (Spain),,Article 5(1)(f) GDPRArticle 32 GDPR,32,Investigation,Violation Found,2022-09-28,2025-01-12,2025-01-14,"200,000 EUR",n/a,EXP202318430,n/a,n/a,,,Spanish,AEPD (in ES)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9954241.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9954241.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9954241,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 6 GDPRArticle 9 GDPRArticle 12 GDPRArticle 13 GDPR,"6,9,12,13",Complaint,Upheld,,2023-10-26,2023-11-27,n/a,n/a,9954241,n/a,n/a,,,Italian,Garante Privacy (in IT)
MT_HmbBfDI_Hamburg_-_HM.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_HmbBfDI_Hamburg_-_HM.md,authorities,Germany,HmbBfDI (Hamburg),HmbBfDI (Hamburg) - H&M,HmbBfDI (Hamburg),,Article 5 GDPRArticle 6 GDPR,"5,6",Investigation,Violation Found,,,2020-10-01,35258708 EUR,H&M Hennes & Mauritz Online Shop A.B. & Co. KG,H&M,n/a,Not appealed,,,German,Der Hamburgische Beauftragte für Datenschutz und Informationsfreiheit (in DE)
MT_IP_Slovenia_-_06111-1_2023_8.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_06111-1_2023_8.md,authorities,Slovenia,IP (Slovenia),IP (Slovenia) - 06111-1/2023/8,IP (Slovenia),,Article 32 GDPRArticle 4(1) GDPRArticle 2(1) GDPR33 (2) ZVOP-2,"2,4,32",Complaint,Rejected,2023-02-27,2023-06-06,2023-06-06,n/a,n/a,06111-1/2023/8,n/a,Unknown,,,Slovenian,Informacijski pooblačenec (in SL)
MT_OLG_Hamburg_-_13_U_11_24.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Hamburg_-_13_U_11_24.md,courts,Germany,OLG Hamburg (Germany),OLG Hamburg - 13 U 11/24,,OLG Hamburg (Germany),Article 5 GDPRArticle 6 GDPRArticle 82 GDPR,"5,6,82",,,,2025-02-12,2025-02-17,,,13 U 11/24,,,LG Hamburg (Germany)302 O 95/23,Unknown,German,AdvoAdvice (in German)
MT_AEPD_Spain_-_EXP202105669.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202105669.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202105669,AEPD (Spain),,Article 5(1)(f) GDPRArticle 32 GDPRArticle 58(2)(d) GDPR,32,Complaint,Upheld,2021-11-08,,2022-12-30,n/a,n/a,PS-00128-2022,n/a,n/a,,,Spanish,AEPD (in ES)
MT_AEPD_Spain_-_TD_00129_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_TD_00129_2020.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - TD/00129/2020,AEPD (Spain),,Article 4(1) GDPRArticle 4(2) GDPRArticle 12 GDPRArticle 15 GDPRArticle 13 LOPDGDDArticle 64(1) LOPDGDD,"4,12,15",Complaint,Upheld,,2020-09-28,2020-10-22,None,Xfera Móviles SA,TD/00129/2020,n/a,n/a,,,Spanish,AEPD (in ES)
MT_Rb._Overijssel_-_ak_21_1125.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Overijssel_-_ak_21_1125.md,courts,Netherlands,Rb. Overijssel (Netherlands),Rb. Overijssel - ak 21 1125,,Rb. Overijssel (Netherlands),Article 17(1) GDPRArticle 17(3) GDPR,17,,,,2022-06-30,2022-07-06,,Minister for Legal Protection,ak_21_1125,ECLI:NL:RBOVE:2022:1910,,,Unknown,Dutch,Rechtspraak.nl (in Dutch)
MT_VG_München_-_M_32_K_20.2879.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_VG_München_-_M_32_K_20.2879.md,courts,Germany,VG München (Germany),VG München - M 32 K 20.2879,,VG München (Germany),Article 6(2) GDPRArticle 6(3) GDPRArticle 86 GDPR,"6,86",,,,2021-06-30,,,,M 32 K 20.2879,,,,,German,VG München (in German)
MT_AEPD_Spain_-_PS_00034_2020.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_PS_00034_2020.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - PS/00034/2020,AEPD (Spain),,"Article 5(1)(f) GDPR9 (h) Ley 49/1960, de Propiedad Horizontal",,Investigation,Violation Found,,2020-08-31,2020-08-31,10000 EUR,n/a,PS/00034/2020,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_Personvernnemnda_Norway_-_PVN-2022-22.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Personvernnemnda_Norway_-_PVN-2022-22.md,courts,Norway,Personvernnemnda (Norway),Personvernnemnda (Norway) - PVN-2022-22,,Personvernnemnda (Norway),Article 9 GDPRArticle 6(1) GDPRArticle 83(2) GDPR,"6,9,83",,,,2023-09-27,,,GrindrDatatilsynet,PVN-2022-22,,,Datatilsynet (Norway)20/02136-18,,Norwegian,PVN-2022-22 (in Norwegian)
MT_Rb._Amsterdam_-_C_13_702712_HA_RK_21-186.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Amsterdam_-_C_13_702712_HA_RK_21-186.md,courts,Netherlands,Rb. Amsterdam (Netherlands),Rb. Amsterdam - C/13/702712/HA RK 21-186,,Rb. Amsterdam (Netherlands),Article 17 GDPR,17,,,,2021-07-27,2021-08-25,,Rabobank,C/13/702712/HA RK 21-186,ECLI:NL:RBAMS:2021:4315,,,,Dutch,Rechtspraak.nl (in Dutch)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9995680.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9995680.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9995680,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 9 GDPRArticle 9(2) GDPRArticle 13 GDPRArticle 24 GDPRArticle 28 GDPRArticle 30 GDPRArticle 32 GDPR,"5,9,13,24,28,30,32",Complaint,Upheld,,,,"70,000 EUR",n/a,9995680,n/a,n/a,,,Italian,Garante (in IT)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10096474.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10096474.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10096474,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 12 GDPRArticle 17 GDPRArticle 88 GDPR,"12,17,88",Complaint,Upheld,,,2024-12-12,"20,000 EUR",n/a,10096474,n/a,Unknown,,,Italian,Garante (in IT)
MT_Datatilsynet_Denmark_-_2020-431-0061_Helsingor_decision_no._2.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Denmark_-_2020-431-0061_Helsingor_decision_no._2.md,authorities,Denmark,Datatilsynet (Denmark),Datatilsynet (Denmark) - 2020-431-0061 (Helsingor decision no. 2),Datatilsynet (Denmark),,Article 5(1)(a) GDPRArticle 5(2) GDPRArticle 24 GDPRArticle 28(1) GDPRArticle 35(1) GDPRArticle 44 GDPRArticle 46(1) GDPRThe Folkeskole Act,"5,24,28,35,44,46",Complaint,Upheld,,,2022-07-14,n/a,Helsingor Municipality,2020-431-0061 (Helsingor decision no. 2),n/a,Unknown,,,Danish,Datatilsynet (in DA)
MT_CNPD_Portugal_-_Deliberação_2021_1569.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CNPD_Portugal_-_Deliberação_2021_1569.md,authorities,Portugal,CNPD (Portugal),CNPD (Portugal) - Deliberação 2021/1569,CNPD (Portugal),,Article 5(1)(a) GDPRArticle 5(1)(c) GDPRArticle 5(1)(e) GDPRArticle 9(1) GDPRArticle 13 GDPRArticle 83(7) GDPRArticle 83(3) GDPRArticle 35(3)(b) GDPRLei n. 58/2019,"9,13,83",Other,n/a,,2021-12-21,2022-01-14,"1250000,00 EUR",n/a,Deliberação/2021/1569,n/a,n/a,,,Portuguese,CNPD (in PT)
MT_BVwG_-_W252_2246156-1.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W252_2246156-1.md,courts,Austria,BVwG (Austria),BVwG - W252 2246156-1,,BVwG (Austria),Article 15 GDPR§ 133 B-VG§24 DSG,15,,,,2024-01-22,2024-02-20,,,W252 2246156-1,ECLI:AT:BVWG:2024:W252.2246156.1.00,,DSB (Austria),Not appealed,German,Rechtsinformationssystem des Bundes (in German)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9868646.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9868646.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9868646,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 6 GDPR,6,Investigation,Violation Found,,2022-02-23,,n/a,Bank of Italy,9868646,n/a,Unknown,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_OLG_Schleswig_-_17_U_15_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Schleswig_-_17_U_15_21.md,courts,Germany,OLG Schleswig (Germany),OLG Schleswig - 17 U 15/21,,OLG Schleswig (Germany),Article 6(1)(e) GDPRArticle 6(1)(f) GDPRArticle 17(1)(d) GDPRArticle 40(5) GDPR§ 28 BDSG a.F.§ 29 BDSG a.F.§ 35 BDSG a.F.§ 3 InsoBekV,40,,,,2021-07-02,,,Schufa Holding AG,17 U 15/21,ECLI:DE:OLGSH:2021:0702.17U15.21.00,,,,German,Landesvorschriften und Landesrechtsprechung Schleswig-Holstein (in German)
MT_Persónuvernd_Island_-_Mál_nr._2021091751.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_Island_-_Mál_nr._2021091751.md,authorities,Iceland,Persónuvernd (Island),Persónuvernd (Island) - Mál nr. 2021091751,Persónuvernd (Island),,Article 17 GDPR,17,Complaint,Rejected,,,,n/a,n/a,Mál nr. 2021091751,n/a,n/a,,,Icelandic,Mál nr. 2021091751 (in IS)
MT_UODO_Poland_-_DKN.5112.14.2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_UODO_Poland_-_DKN.5112.14.2022.md,authorities,Poland,UODO (Poland),UODO (Poland) - DKN.5112.14.2022,UODO (Poland),,Article 30(1) GDPRArticle 35(1) GDPRArticle 35(7) GDPRArticle 38(3) GDPR,"30,35,38",Investigation,Violation Found,,2024-12-18,,576220 PLN,n/a,DKN.5112.14.2022,n/a,Unknown,,,Polish,UODO (Poland) (in PL)
MT_Datatilsynet_Norway_-_PVN-2022-21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Norway_-_PVN-2022-21.md,authorities,Norway,Datatilsynet (Norway),Datatilsynet (Norway) - PVN-2022-21,Datatilsynet (Norway),,Article 6(1)(e) GDPRArticle 6(3) GDPRArticle 17 GDPRArticle 17(1) GDPRArticle 17(3)(b) GDPRArticle 17(3)(d) GDPRArkivlova § 9 bokstav c,"6,17",Complaint,Rejected,,2023-03-28,2023-04-07,n/a,Norwegian Labour and Welfare Administration at municipality X (NAV),PVN-2022-21,n/a,Unknown,,,Norwegian,Personvernnemnda (PVN) (in NO)
MT_LG_Leipzig_-_03_O_1268_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LG_Leipzig_-_03_O_1268_21.md,courts,Germany,LG Leipzig (Germany),LG Leipzig - 03 O 1268/21,,LG Leipzig (Germany),Article 15(3) GDPRArticle 82(1) GDPR,"15,82",,,,2021-12-23,,,Law firm,03 O 1268/21,ECLI:DE:LGLEIPZ:2021:1223.03O1268.21.0A,,,Unknown,German,rewis.io (in German)
MT_AEPD_Spain_-_EXP202104875.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202104875.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202104875,AEPD (Spain),,Article 5(1)(f) GDPRArticle 32(1) GDPR,32,Complaint,Upheld,,,2022-11-15,"80,000 EUR","BANKINTER, S.A.",PS/00634/2021,n/a,Appealed - Confirmed,,,Spanish,AEPD (in ES)
MT_Datatilsynet_Denmark_-_2020-441-6990.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Datatilsynet_Denmark_-_2020-441-6990.md,authorities,Denmark,Datatilsynet (Denmark),Datatilsynet (Denmark) - 2020-441-6990,Datatilsynet (Denmark),,Article 24(1) GDPRArticle 32(1) GDPR,"24,32",Other,n/a,,2021-10-13,,None,Dantherm A/S,2020-441-6990,n/a,Unknown,,,Danish,Datatilsynet (in DA)
MT_APD_GBA_Belgium_-_141_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_APD_GBA_Belgium_-_141_2022.md,others,Unknown,,Welcome to GDPRhub,,,,,,,,,,,,,,,,,,
MT_ICO_-_IC-45844-V2X8.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_ICO_-_IC-45844-V2X8.md,authorities,United Kingdom,ICO (UK),ICO - IC-45844-V2X8,ICO (UK),,Article 5(1)(a) GDPRArticle 6(1)(a) GDPRArticle 6(1)(f) GDPR40(2) of the FOIA40(3A)(3B) of the FOIA,,Complaint,Upheld,,2020-08-28,2020-08-28,None,NHS West Sussex Clinical Commissioning Group,IC-45844-V2X8,https://ico.org.uk/media/action-weve-taken/decision-notices/2020/2618241/ic-45844-v2x8.pdf,n/a,,,English,Information Commissionner Office (in EN)
MT_HDPA_Greece_-_2_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_HDPA_Greece_-_2_2022.md,authorities,Greece,HDPA (Greece),HDPA (Greece) - 2/2022,HDPA (Greece),,Article 5(1)(c) GDPR,,Complaint,Upheld,2020-01-10,2022-01-13,,None,anonymousMinistry of National Defence,2/2022,n/a,n/a,,,Greek,HDPA (in EL)
MT_AP_The_Netherlands_-_11.03.2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AP_The_Netherlands_-_11.03.2021.md,authorities,Netherlands,AP (The Netherlands),AP (The Netherlands) - 11.03.2021,AP (The Netherlands),,Article 4 GDPRArticle 6(1)(c) GDPRArticle 6(1)(e) GDPRArticle 6(1)(f) GDPR,4,Investigation,Violation Found,,2021-03-11,2021-04-29,600000 EUR,Municipality of Enschede,Gemeente Enschede,n/a,Unknown,,,Dutch,Autoriteir Persoonsgegevens (in NL)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9842783.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9842783.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9842783,Garante per la protezione dei dati personali (Italy),,Article 5 GDPRArticle 6 GDPRArticle 9 GDPRArticle 2-septies (8) of the Codice in Materia di Protezione dei Dati PersonaliArticle 2-ter of the Codice in Materia di Protezione dei Dati Personali,"5,6,9",Complaint,Upheld,,2022-12-01,2022-12-01,"6,000 EUR",Azienda di Rilievo Nazionale ad Alta Specializzazione A.R.N.A.S. Civico - di Cristina Benfratelli (the controller)XX (the data subject),9842783,n/a,n/a,,,Italian,Garante per la Protezione dei Dati Personali (in IT)
MT_CNPD_Luxembourg_-_Délibération_n18FR_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CNPD_Luxembourg_-_Délibération_n18FR_2021.md,authorities,Luxembourg,CNPD (Luxembourg),CNPD (Luxembourg) - Délibération n°18FR/2021,CNPD (Luxembourg),,Article 38(1) GDPRArticle 38(2) GDPRArticle 39(1) GDPR,"38,39",Investigation,Violation Found,,2021-05-31,2021-06-14,18000,n/a,Délibération n°18FR/2021,n/a,n/a,,,French,CNPD (in FR)
MT_AZOP_Croatia_-_Decision_16-11-2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AZOP_Croatia_-_Decision_16-11-2021.md,authorities,Croatia,AZOP (Croatia),AZOP (Croatia) - Decision 16-11-2021,AZOP (Croatia),,Article 4(1) GDPR,4,Complaint,Rejected,,2021-11-16,,n/a,n/a,Decision 16-11-2021,n/a,Unknown,,,Croatian,AZOP (in HR)
MT_NSA_Poland_-_III_OSK_4763_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NSA_Poland_-_III_OSK_4763_21.md,courts,Poland,NSA (Poland),NSA (Poland) - III OSK 4763/21,,NSA (Poland),Article 5(1)(c) GDPRArticle 17(1) GDPR,17,,,,2022-01-13,,,,III OSK 4763/21,,,UODO (Poland),Not appealed,Polish,Centralna Baza Orzeczeń Sądów Administracyjnych (in Polish)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9987578.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_9987578.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 9987578,Garante per la protezione dei dati personali (Italy),,Article 5(1)(a) GDPRArticle 6(1)(c) GDPRArticle 6(1)(e) GDPR2-ter (1) (3) Privacy Code,,Complaint,Upheld,,2024-01-24,,2000 EUR,Istituto Comprensivo Statale “F.S. Cabrini,9987578,n/a,Unknown,,,Italian,Garante per la Protezione dei dati personali (in IT)
MT_Personvernnemnda_Norway_-_2021-05_20_02912.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Personvernnemnda_Norway_-_2021-05_20_02912.md,courts,Norway,Personvernnemnda (Norway),Personvernnemnda (Norway) - 2021-05 (20/02912),,Personvernnemnda (Norway),Article 17(1)(c) GDPRArticle 21 GDPR,21,,,,2021-05-18,2021-05-18,,ComplainantGoogle LLC.,2021-05 (20/02912),,,Datatilsynet (Norway)20/02912,Not appealed,Norwegian,Personvernnemnda (Privacy Appeals Board) (in Norwegian)
MT_CNPD_Portugal_-_Deliberação_2019_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_CNPD_Portugal_-_Deliberação_2019_21.md,authorities,Portugal,CNPD (Portugal),CNPD (Portugal) - Deliberação 2019/21,CNPD (Portugal),,Article 15(1) GDPR,15,Complaint,Upheld,,2019-02-05,2019-02-05,20.000 EUR,n/a,Deliberação 2019/21,Processo n.º 2018/10788,Unknown,,,Portuguese,CNPD (in PT)
MT_BVwG_-_W252_2246581-1_6E.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W252_2246581-1_6E.md,courts,Austria,BVwG (Austria),BVwG - W252 2246581-1/6E,,BVwG (Austria),Article 15(1)(h) GDPRArticle 22(1) GDPRArticle 22(4) GDPR,22,,,,2023-06-29,2023-08-10,,,W252 2246581-1/6E,ECLI:AT:BVWG:2023:W252.2246581.1.00,,DPADecision of 05.08.2021 (no link available),Unknown,German,RIS (in German)
MT_Persónuvernd_Island_-_2021091877.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Persónuvernd_Island_-_2021091877.md,authorities,Iceland,Persónuvernd (Island),Persónuvernd (Island) - 2021091877,Persónuvernd (Island),,Article 6 GDPRArticle 6(1)(f) GDPRArticle 58(2)(f) GDPR,6,Complaint,Upheld,2021-09-24,2023-12-14,,n/a,n/a,2021091877,n/a,n/a,,,Icelandic,personuvernd.is (in IS)
MT_BVwG_-_W298_2263736-1_9E.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W298_2263736-1_9E.md,courts,Austria,BVwG (Austria),BVwG - W298 2263736-1/9E,,BVwG (Austria),Article 15 GDPRArticle 57(4) GDPR,"15,57",,,,2025-01-14,2025-02-07,,,W298 2263736-1/9E,ECLI:AT:BVWG:2025: W298 .2263736.1.00,,DSB (Austria),,German,RIS (in German)
MT_Rb._Midden-Nederland_-_UTR_21_2729.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Rb._Midden-Nederland_-_UTR_21_2729.md,courts,Netherlands,Rb. Midden-Nederland (Netherlands),Rb. Midden-Nederland - UTR 21/2729,,Rb. Midden-Nederland (Netherlands),Article 16 GDPRArticle 1:3(3) Dutch General Administrative Law ActArticle 6:2(b) Dutch General Administrative Law Act,16,,,,2022-11-03,2022-11-18,,,UTR 21/2729,ECLI:NL:RBMNE:2022:4535,,,Not appealed,Dutch,Zoekresultaat - inzien documentECLI:NL:RBMNE:2022:4535 (in Dutch)
MT_IP_Slovenia_-_07121-1_2021_1039.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07121-1_2021_1039.md,authorities,Slovenia,IP (Slovenia),IP (Slovenia) - 07121-1/2021/1039,IP (Slovenia),,Article 6 GDPRArticle 9 GDPRArticle 48 of the Employment Relationships Act (ZDR-1),"6,9",Advisory Opinion,n/a,,,2021-06-03,None,n/a,07121-1/2021/1039,n/a,n/a,,,Slovenian,IP (in SL)
MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10043600.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_Garante_per_la_protezione_dei_dati_personali_Italy_-_10043600.md,authorities,Italy,Garante per la protezione dei dati personali (Italy),Garante per la protezione dei dati personali (Italy) - 10043600,Garante per la protezione dei dati personali (Italy),,Article 12(3) GDPRArticle 15 GDPRArticle 15(4) GDPR,"12,15",Complaint,Upheld,2022-04-06,2024-06-20,,"10,000 EUR",TS Food Processing s.r.l.,10043600,n/a,Unknown,,,Italian,Garante per la protezione dei dati personali (in IT)
MT_OLG_Köln_-_15_U_137_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_OLG_Köln_-_15_U_137_21.md,courts,Germany,OLG Köln (Germany),OLG Köln - 15 U 137/21,,OLG Köln (Germany),Article 15 GDPRArticle 82 GDPR,"15,82",,,,,,,,15 U 137/21,,,LG Bonn (Germany)15 O 356/20,Unknown,German,Rewis (in German)
MT_AEPD_Spain_-_EXP202101314.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_AEPD_Spain_-_EXP202101314.md,authorities,Spain,AEPD (Spain),AEPD (Spain) - EXP202101314,AEPD (Spain),,Article 15 GDPRArticle 31 GDPRArticle 13 LOPDGDD,"15,31",Complaint,Upheld,,,2021-12-03,None,AD735 DATA MEDIA ADVERTISING S.L,R/00852/2021,n/a,Unknown,,,Spanish,AEPD (in ES)
MT_BVwG_-_W256_2227693-1.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_BVwG_-_W256_2227693-1.md,courts,Austria,BVwG (Austria),BVwG - W256 2227693-1,,BVwG (Austria),Article 6(1)(a) GDPRArticle 6(1)(f) GDPRArticle 6(4) GDPR,6,,,,2021-08-31,2021-12-06,,,W256 2227693-1,ECLI:AT:BVWG:2021:W256.2227693.1.00,,DSB (Austria),Partly upheld,German,Rechtsinformationssystem des Bundes (in German)
