id,file_name,source_path,jurisdiction,authority,title,relevant_law,gdpr_articles,type,outcome,started,decided,published,fine,fine_amount,fine_currency,parties,national_case_number_name,european_case_law_identifier,original_languages,original_source,sector_type,sector_type_confidence,sector_core_activity,sector_core_activity_confidence,sector_size,sector_size_confidence
SI_58,MT_IP_Slovenia_-_0603-56_2024_6.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0603-56_2024_6.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0603-56/2024/6,Article 17 GDPR,17,Complaint,Upheld,29/11/2024,,25/01/2025,n/a,,,Slovenian Police,0603-56/2024/6,n/a,Slovenian,IP (in SL),,,,,,
SI_59,MT_IP_Slovenia_-_0603-98_2022_6.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0603-98_2022_6.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0603-98/2022/6,Article 5(2) GDPRArticle 6(1) GDPRarticle 8 ZVOP-1,"5,6",Investigation,Violation Found,13/10/2022,14/11/2022,14/07/2023,n/a,,,n/a,0603-98/2022/6,n/a,Slovenian,IP (in SL),,,,,,
SI_60,MT_IP_Slovenia_-_0603_30_2023_12.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0603_30_2023_12.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0603 30 2023 12,Article 5(1)(a) GDPRArticle 6(1) GDPRArticle 13(1) GDPRArticle 83(5)(a) GDPRArticle 76(4) ZVOP-2,"6,13",Investigation,Violation Found,,23/09/2024,16/10/2024,"25,000 EUR",25000,EUR,n/a,0603 30 2023 12,n/a,Slovenian,IP (in SL),,,,,,
SI_61,MT_IP_Slovenia_-_0609-20_2024_6.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0609-20_2024_6.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0609-20/2024/6,Article 6(1)(a) GDPRArticle 32 GDPRArticle 96(1)(1) ZVOP-2,32,Complaint,Upheld,,28/03/2024,15/04/2024,n/a,,,n/a,0609-20/2024/6,n/a,Slovenian,IP website (in SL),,,,,,
SI_62,MT_IP_Slovenia_-_0609-6_2024_7.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0609-6_2024_7.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0609-6/2024/7,Article 6(1)(a) GDPRArticle 8(1) ZVOP-1Article 91(1)(1) ZVOP-1Article 91(1)(2) ZVOP-1,,Complaint,Upheld,,07/03/2024,15/04/2024,n/a,,,n/a,0609-6/2024/7,n/a,Slovenian,IP website (in SL),,,,,,
SI_63,MT_IP_Slovenia_-_0610-32_2021_7.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0610-32_2021_7.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0610-32/2021/7,Article 32 GDPRPersonal Data Protection ActGeneral Administrative Procedure Act,32,Investigation,Violation Found,,10/05/2021,15/06/2021,None,,,n/a,0610-32/2021/7,n/a,Slovenian,GDPR planet (in SL),,,,,,
SI_64,MT_IP_Slovenia_-_0611-10_2021_11.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0611-10_2021_11.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0611-10/2021/11,Article 6(1)(f) GDPRPersonal Data Protection Act (ZVOP-1),,Investigation,Violation Found,,21/05/2021,15/06/2021,None,,,n/a,0611-10/2021/11,n/a,Slovenian,GDPR planet (via iP) (in SL),,,,,,
SI_65,MT_IP_Slovenia_-_0611-608_2021_9.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0611-608_2021_9.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0611-608/2021/9,Article 4(1) GDPRArticle 4(2) GDPRArticle 4(15) GDPRArticle 5(1) GDPRArticle 9(1) GDPRArticle 9(2) GDPRArticle 13(1) GDPRArticle 13(2) GDPR,"4,5,9,13",Investigation,Violation Found,,18/01/2022,15/02/2022,None,,,n/a,0611-608/2021/9,n/a,Slovenian,Informacijski Pooblascenec (Slovenian DPA) (in SL),,,,,,
SI_66,MT_IP_Slovenia_-_0611-623_2021_10.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0611-623_2021_10.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0611-623/2021/10,Article 5 GDPRArticle 12 GDPRArticle 13(1) GDPRArticle 13(2) GDPRAct on databases in the field of healthcare (Zakon o zbirkah podatkov s področja zdravstvenega varstva - ZZPPZ),"5,12,13",Investigation,Violation Found,,17/05/2022,,n/a,,,n/a,0611-623/2021/10,n/a,Slovenian,IP (in SL),,,,,,
SI_67,MT_IP_Slovenia_-_06111-1_2023_8.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_06111-1_2023_8.md,Slovenia,IP (Slovenia),IP (Slovenia) - 06111-1/2023/8,Article 32 GDPRArticle 4(1) GDPRArticle 2(1) GDPR33 (2) ZVOP-2,"2,4,32",Complaint,Rejected,27/02/2023,06/06/2023,06/06/2023,n/a,,,n/a,06111-1/2023/8,n/a,Slovenian,Informacijski pooblačenec (in SL),,,,,,
SI_68,MT_IP_Slovenia_-_0612-23_2019_19.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_0612-23_2019_19.md,Slovenia,IP (Slovenia),IP (Slovenia) - 0612-23/2019/19,Article 24 GDPRArticle 26 GDPRArticle 5(2) GDPR,"5,24,26",Investigation,Other Outcome,,01/06/2022,26/06/2022,n/a,,,n/a,0612-23/2019/19,n/a,Slovenian,IP (in SL),,,,,,
SI_69,MT_IP_Slovenia_-_07100-10_2023_14.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07100-10_2023_14.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07100-10/2023/14,Article 12(2) GDPRArticle 15 GDPR,"12,15",Complaint,Upheld,,19/06/2024,,n/a,,,n/a,07100-10/2023/14,n/a,Slovenian,IP (Slovenia) (in SL),,,,,,
SI_70,MT_IP_Slovenia_-_07100-15-2023-1.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07100-15-2023-1.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07100-15-2023-1,Article 15 GDPRArticle 12 ZVOP-2Article 14 ZVOP-2,15,Complaint,Partly Upheld,,29/11/2023,,n/a,,,n/a,07100-15-2023-1,n/a,Slovenian,Informacijski pooblaščenec (in SL),,,,,,
SI_71,MT_IP_Slovenia_-_07101-22-2023-7_34.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07101-22-2023-7_34.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07101-22-2023-7 34,Article 12 GDPRArticle 12(3) GDPRArticle 15 GDPRArticle 15(1) GDPR,"12,15",Complaint,Upheld,,08/01/2024,31/01/2024,n/a,,,n/a,07101-22-2023-7_34,n/a,Slovenian,Informacijski pooblaščenec (in SL),,,,,,
SI_72,MT_IP_Slovenia_-_07101-22_2023_7.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07101-22_2023_7.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07101-22/2023/7,Article 6(1) GDPRArticle 12 GDPRArticle 15 GDPR,"6,12,15",Complaint,Rejected,16/10/2023,08/01/2024,31/01/2024,n/a,,,n/a,07101-22/2023/7,n/a,Slovenian,Informacijski pooblaščenec (in SL),,,,,,
SI_73,MT_IP_Slovenia_-_07101-37_2023_30.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07101-37_2023_30.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07101-37/2023/30,Article 12(3) GDPRArticle 15 GDPR20. člen ZVOP-2,"12,15",Complaint,Partly Upheld,20/12/2023,13/06/2024,,n/a,,,n/a,07101-37/2023/30,n/a,Slovenian,IP (in SL),,,,,,
SI_74,MT_IP_Slovenia_-_07105-10_2024_13.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07105-10_2024_13.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07105-10/2024/13,Article 15 GDPRArticle 20 ZVOP-2,15,Complaint,Partly Upheld,,22/07/2025,,n/a,,,n/a,07105-10/2024/13,n/a,Slovenian,IP (in SL),,,,,,
SI_75,MT_IP_Slovenia_-_07121-1_2021_1039.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07121-1_2021_1039.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07121-1/2021/1039,Article 6 GDPRArticle 9 GDPRArticle 48 of the Employment Relationships Act (ZDR-1),"6,9",Advisory Opinion,n/a,,,03/06/2021,None,,,n/a,07121-1/2021/1039,n/a,Slovenian,IP (in SL),,,,,,
SI_76,MT_IP_Slovenia_-_07141-9_2023_10.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_07141-9_2023_10.md,Slovenia,IP (Slovenia),IP (Slovenia) - 07141-9/2023/10,Article 17(1) GDPRArticle 17(3)(b) GDPRArticle 58(2) GDPRArticle 43 of the National Prevention of Money Laundering and Terrorist Financing ActArticle 51 of the National Prevention of Money Laundering and Terrorist Financing Act,"17,58",Complaint,Upheld,,08/09/2023,,n/a,,,AJPES (Agency of the Republic of Slovenia for Public Legal Records and Related Services),07141-9/2023/10,n/a,Slovenian,IP (in SL),,,,,,
SI_77,MT_IP_Slovenia_-_IP_-_07141-10-2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_IP_-_07141-10-2023.md,Slovenia,IP (Slovenia),IP (Slovenia) - IP - 07141-10-2023,Article 17(1) GDPRArticle 17(2) GDPR34 and 55 Article ZVOP-2,17,Investigation,Violation Found,06/04/2023,20/07/2023,20/07/2023,n/a,,,National PoliceNatural person,IP - 07141-10-2023,n/a,Slovenian,Odločba 07141-10/2023/13 z dne 20.7.2023 (in SL),,,,,,
SI_78,MT_IP_Slovenia_-_SI_07101-5-2023-16.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_IP_Slovenia_-_SI_07101-5-2023-16.md,Slovenia,IP (Slovenia),IP (Slovenia) - SI – 07101-5-2023-16,Article 15(1) GDPR,15,Complaint,Upheld,24/02/2023,13/11/2023,,n/a,,,n/a,SI – 07101-5-2023-16,n/a,Slovenian,IP (in SL),,,,,,
DE_35,MT_LfDI_Baden-Württemberg_-_0523.1-2_3.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Baden-Württemberg_-_0523.1-2_3.md,Germany,LfDI (Baden-Württemberg),LfDI (Baden-Württemberg) - 0523.1-2/3,Article 5(2) GDPR,5,Other,n/a,,,10/03/2021,"300,000 EUR",300000,EUR,VfB Stuttgart 1893 AG,"Fine EUR 300,000 against VfB Stuttgart 1893 AG",n/a,German,LfDI (in DE),,,,,,
DE_36,MT_LfDI_Baden-Württemberg_-_21_09_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Baden-Württemberg_-_21_09_2022.md,Germany,LfDI (Baden-Württemberg),LfDI (Baden-Württemberg) - 21/09/2022,Article 6(1)(f) GDPRArticle 14 GDPR§12 GBO,14,Complaint,Upheld,,,21/09/2022,55000 EUR,55000,EUR,n/a,Data from the land register is not freely available for use,n/a,German,LfDI (in DE),,,,,,
DE_37,MT_LfDI_Baden-Württemberg_-_4_Sa_70_20.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Baden-Württemberg_-_4_Sa_70_20.md,Germany,LfDI (Baden-Württemberg),LfDI (Baden-Württemberg) - 4 Sa 70/20,Article 4(15) GDPRArticle 7(4) GDPRArticle 9(2)(a) GDPR§1(2) KSchG,"4,7",Complaint,Rejected,,19/10/2021,,n/a,,,n/a,4 Sa 70/20,n/a,German,Landesrechtsprechung Baden-Württemberg (in DE),,,,,,
DE_38,MT_LfDI_Baden-Württemberg_-_O_1018_115.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Baden-Württemberg_-_O_1018_115.md,Germany,LfDI (Baden-Württemberg),LfDI (Baden-Württemberg) - O 1018/115,Article 32(1)(a) GDPRArticle 83(1) GDPRArticle 83(2) GDPR§ 105 OWiG§ 107 OWiG§ 464(1) StPO§ 465 StPO§ 107(1) Thrid Sentence,83,Other,n/a,,21/11/2018,,20000 EUR,20000,EUR,Knuddels GmbH & Co. KG,O 1018/115,n/a,German,GDPRhub (in DE),,,,,,
DE_39,MT_LfDI_Bremen_-_03_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Bremen_-_03_2022.md,Germany,LfDI (Bremen),LfDI (Bremen) - 03/2022,Article 9 GDPRArticle 83 GDPR,"9,83",Other,n/a,,03/03/2022,03/03/2022,"1,900,000 EUR",1900000,EUR,BREBAU GmbH,not available,n/a,German,Landesbeauftragter für Datenschutz Bremen (in DE),,,,,,
DE_40,MT_LfDI_Bremen_-_08_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Bremen_-_08_2022.md,Germany,LfDI (Bremen),LfDI (Bremen) - 08/2022,Article 6 GDPR,6,Investigation,Other Outcome,,,,n/a,,,n/a,DPA of Bremen causes stop of inadmissible publications of personal insolvency data,n/a,German,Landesbeauftragter für Datenschutz Bremen (in DE),,,,,,
DE_41,MT_LfDI_Lower_Saxony_-_Volkswagen.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfDI_Lower_Saxony_-_Volkswagen.md,Germany,LfDI (Lower Saxony),LfDI (Lower Saxony) - Volkswagen,Article 13 GDPRArticle 28 GDPRArticle 30 GDPRArticle 35 GDPR,"13,28,30,35",Investigation,Violation Found,,,26/07/2022,"1,100,000 EUR",1100000,EUR,Volkswagen Aktiengesellschaft,Volkswagen,n/a,German,lfd.niedersachsen.de (in DE),,,,,,
DE_42,MT_LfD_Lower_Saxony_-_4.2_05475-02-0301_21.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfD_Lower_Saxony_-_4.2_05475-02-0301_21.md,Germany,LfD (Lower Saxony),LfD (Lower Saxony) - 4.2 05475-02-0301/21,Article 6(1)(a) GDPR,,Complaint,Upheld,,17/05/2023,,n/a,,,www.heise.de,4.2 05475-02-0301/21,n/a,German,LfD (Lower Saxony) (in DE),,,,,,
DE_43,MT_LfD_Lower_Saxony_-_Fine_EUR_900000_against_bank.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfD_Lower_Saxony_-_Fine_EUR_900000_against_bank.md,Germany,LfD (Lower Saxony),"LfD (Lower Saxony) - Fine EUR 900,000 against bank",Article 6(1)(a) GDPRArticle 6(1)(f) GDPR,,Investigation,Violation Found,,,28/06/2022,900.000 EUR,900,EUR,n/a,None,n/a,German,LfD Niedersachsen (lower saxony) (in DE),,,,,,
DE_44,MT_LfD_Lower_Saxony_-_notebooksbilliger.de.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_LfD_Lower_Saxony_-_notebooksbilliger.de.md,Germany,LfDI (Lower Saxony),LfD (Lower Saxony) - notebooksbilliger.de,Article 5 GDPRArticle 6 GDPR,"5,6",Investigation,Violation Found,,,08/01/2021,10400000 EUR,10400000,EUR,"Landesbeauftragte für den Datenschutz Niedersachsen (DPA of Lower Saxony, Germany)notebooksbilliger.de AG",Unknown,n/a,German,Press release of the LfD Niedersachsen (in DE),,,,,,
HU_1,MT_NAIH_Hungary_-_7286-1_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_7286-1_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - 7286-1/2023,Article 4(7) GDPRArticle 15 GDPRArticle 15(1) GDPR,"4,15",Complaint,Partly Upheld,15/06/2022,02/08/2023,07/03/2024,n/a,,,n/a,7286-1/2023,n/a,Hungarian,NAIH homepage (in HU),,,,,,
HU_2,MT_NAIH_Hungary_-_NAIH-1006-3_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-1006-3_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-1006-3/2022,Article 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 6(1)(f) GDPRArticle 13(1) GDPRArticle 13(2) GDPR,13,Complaint,Upheld,21/05/2021,29/03/2022,29/03/2022,"500,000 HUF",500000,HUF,n/a,NAIH-1006-3/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_3,MT_NAIH_Hungary_-_NAIH-1091-10_2022_NAIH-6936_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-1091-10_2022_NAIH-6936_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-1091-10/2022 (NAIH-6936/2021),Article 5(2) GDPRArticle 6(1) GDPRArticle 7(1) GDPRArticle 12(1) GDPRArticle 12(2) GDPRArticle 12(3) GDPRArticle 12(4) GDPRArticle 15(1) GDPRArticle 17(1) GDPR,"5,6,7,12,15,17",Investigation,Violation Found,04/03/2019,11/07/2022,11/07/2022,500.000 HUF,500,HUF,Infotv,NAIH-1091-10/2022.(NAIH-6936/2021),n/a,Hungarian,NAIH (in HU),,,,,,
HU_4,MT_NAIH_Hungary_-_NAIH-13-10_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-13-10_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-13-10/2022,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 6(1) GDPR,6,Complaint,Partly Upheld,07/06/2021,25/08/2022,25/08/2022,n/a,,,Óbuda Family Counselling and Child Protection Centre,NAIH-13-10/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_5,MT_NAIH_Hungary_-_NAIH-1336-12_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-1336-12_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-1336-12/2023,Article 5(1)(c) GDPRArticle 5(2) GDPRArticle 12(1) GDPR,"5,12",Complaint,Partly Upheld,13/04/2022,,17/07/2024,n/a,,,ComplainantReal estate franchise officeFranchise owner,NAIH-1336-12/2023,n/a,Hungarian,naih.hu (in HU),,,,,,
HU_6,MT_NAIH_Hungary_-_NAIH-1743_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-1743_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-1743/2021,Article 5(1) GDPRArticle 6(1) GDPRArticle 9 GDPRArticle 58 GDPR,"5,6,9,58",Complaint,Upheld,,23/09/2021,09/12/2021,None,,,n/a,NAIH-1743/2021,n/a,Hungarian,NAIH (in HU),,,,,,
HU_7,MT_NAIH_Hungary_-_NAIH-175-12_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-175-12_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-175-12/2022,Article 5(1)(b) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 6(1)(a) GDPRArticle 9(1) GDPRArticle 9(2)(a) GDPRArticle 13 GDPR,"5,9,13",Investigation,Violation Found,,02/03/2022,16/03/2022,"6,000,000 HUF",6000000,HUF,n/a,NAIH-175-12/2022,n/a,Hungarian,naih.hu (in HU),,,,,,
HU_8,MT_NAIH_Hungary_-_NAIH-1790-1_2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-1790-1_2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-1790-1/2023,Article 12(3) GDPRArticle 13(4) GDPRArticle 15(1) GDPRArticles 60 and 72 of 2011. évi CXII. Törvény az információs önrendelkezési jogról és az információszabadságról,"12,13,15",Complaint,Partly Upheld,15/02/2022,06/04/2023,06/04/2023,n/a,,,n/a,NAIH-1790-1/2023,n/a,Hungarian,NAIH (in HU),,,,,,
HU_9,MT_NAIH_Hungary_-_NAIH-180-16_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-180-16_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-180-16/2022,Article 5(2) GDPRArticle 6(1) GDPRArticle 12(2) GDPRArticle 84(2) GDPR,"5,6,12,84",Complaint,Upheld,15/06/2021,02/03/2022,04/04/2022,5000000 HUF,5000000,HUF,n/a,NAIH-180-16/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_10,MT_NAIH_Hungary_-_NAIH-1855-4_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-1855-4_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-1855-4/2022,Article 5(2) GDPRArticle 9(1) GDPRArticle 32(1)(a) GDPRArticle 32(1)(b) GDPRArticle 32(2) GDPRArticle 83 GDPR,"5,9,32,83",Investigation,Violation Found,26/06/1921,22/04/2021,22/04/2021,3000000 HUF,3000000,HUF,"Magyar Kétfarkú Kutya Párt, MKKP",NAIH-1855-4/2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_11,MT_NAIH_Hungary_-_NAIH-2020-2546-5.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2020-2546-5.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2020-2546-5,Article 5(1)(c) GDPRArticle 6(1) GDPRArticle 9(1) GDPRArticle 12(1) GDPR,"6,9,12",Complaint,Upheld,,16/12/2020,,35000000 HUF,35000000,HUF,n/a,NAIH-2020-2546-5,n/a,Hungarian,NAIH (in HU),,,,,,
HU_12,MT_NAIH_Hungary_-_NAIH-2020_2204_8.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2020_2204_8.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2020/2204/8,Article 12(4) GDPRArticle 15(1) GDPRArticle 18(1)(c) GDPRArticle 24(1) GDPRArticle 24(2) GDPRArticle 25(1) GDPRArticle 83(2) GDPR,"12,15,24,25,83",Investigation,Violation Found,,03/09/2020,22/10/2020,20000000 HUF,20000000,HUF,Deichmann Cipőkereskedelmi Korlátolt Felelősségű Társaság,2020/2204/8,n/a,Hungarian,NAIH (in HU),,,,,,
HU_13,MT_NAIH_Hungary_-_NAIH-2501-10_2022.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2501-10_2022.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2501-10/2022,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 6(1) GDPRArticle 12(1) GDPRArticle 13 GDPRAct CXIX of 1995 on the processing of name and address data for research and direct marketing,"6,12,13",Investigation,Violation Found,26/11/2021,12/09/2022,12/09/2022,73500 EUR,73500,EUR,Magyar Éremkibocsátó Kft.,NAIH-2501-10/2022,n/a,Hungarian,NAIH homepage (in HU),,,,,,
HU_14,MT_NAIH_Hungary_-_NAIH-2727-2_2022..md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2727-2_2022..md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2727-2/2022.,Article 5(1)(b) GDPRArticle 5(1)(a) GDPRArticle 5(2) GDPRArticle 12(1) GDPRArticle 12(4) GDPRArticle 13 GDPRArticle 15(3) GDPRAct CCXXXVII of 2013 on Credit Institutions and Financial Enterprises (Hpt.)Act V of 2013 on the Civil Code (Ptk.),"5,12,13,15",Complaint,Partly Upheld,14/06/2021,11/02/2022,11/02/2022,10000000 HUF,10000000,HUF,n/a,NAIH-2727-2/2022.,n/a,Hungarian,Hungarian DPA (in HU),,,,,,
HU_15,MT_NAIH_Hungary_-_NAIH-2732-2-2023.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2732-2-2023.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2732-2-2023,Article 5(1)(a) GDPRArticle 5(1)(b) GDPRArticle 5(1) GDPRArticle 6(1) GDPRArticle 13(1) GDPRArticle 13(2) GDPRArticle 24 GDPRArticle 25 GDPRArticle 32(1)(b) GDPRArticle 32(2) GDPR,"5,6,13,24,25,32",Investigation,Violation Found,19/10/2021,06/02/2023,06/02/2023,30000000 HUF,30000000,HUF,n/a,NAIH-2732-2-2023,n/a,Hungarian,NAIH (in HU),,,,,,
HU_16,MT_NAIH_Hungary_-_NAIH-2801-17-2022_NAIH-8701_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2801-17-2022_NAIH-8701_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2801-17-2022 (NAIH-8701/2021),Article 5(1)(b) GDPRArticle 5(1)(c) GDPRArticle 5(2) GDPRArticle 6(1) GDPRArticle 13(1) GDPRArticle 13(2) GDPR,"5,6,13",Complaint,Upheld,16/11/2021,08/08/2022,08/08/2022,300000 HUF,300000,HUF,n/a,NAIH-2801-17-2022,n/a,Hungarian,NAIH (in HU),,,,,,
HU_17,MT_NAIH_Hungary_-_NAIH-2857-20_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2857-20_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2857-20/2021,Article 5(1) GDPRArticle 5(2) GDPRArticle 6(1) GDPRArticle 12(1) GDPRArticle 13 GDPRArticle 58(2)(d) GDPRArticle 83(2) GDPR,"5,6,12,13,83",Complaint,Partly Upheld,,27/10/2021,15/12/2021,5000000 HUF,5000000,HUF,n/a,NAIH-2857-20/2021,n/a,Hungarian,NAIH (in HU),,,,,,
HU_18,MT_NAIH_Hungary_-_NAIH-2894-3_2021.md,/Users/milos/Downloads/eurlextract/fast_scrape/machine_translations_md_clean/MT_NAIH_Hungary_-_NAIH-2894-3_2021.md,Hungary,NAIH (Hungary),NAIH (Hungary) - NAIH-2894-3/2021,Article 32(1)(a) GDPRArticle 32(1)(b) GDPRArticle 32(2) GDPRArticle 33(1) GDPRArticle 34(1) GDPR,"32,33,34",Investigation,Violation Found,,14/03/2021,,10000000 HUF,10000000,HUF,Budapest Főváros Kormányhivatala XI. kerületi Hivatala,NAIH-2894-3/2021,n/a,Hungarian,NAIH webpage (in HU),,,,,,
